"ID";"Inkomensbegrippen";"Inkomensklassen";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"PersonenPerHuishouden_2";"PersonenMetInkomenPerHuishouden_3";"GemiddeldInkomen_4";"MediaanInkomen_5"
"44976";"A043967";"A028636";"1014900";"2019JJ00";"1.2";"2.9";"2.6";"43.6";"43.1"
"44977";"A043967";"A028636";"1014900";"2020JJ00";"2.1";"2.8";"2.5";"43.6";"43"
"44978";"A043967";"A028636";"1014900";"2021JJ00";"2.8";"2.8";"2.5";"43.6";"43.1"
"44979";"A043967";"A028636";"1014900";"2022JJ00";"3.4";"2.7";"2.4";"43.6";"43"
"44980";"A043967";"A028636";"1014900";"2023JJ00";"6.4";"2.7";"2.4";"43.6";"43.1"
"44981";"A043967";"A028636";"1014900";"2024JJ00";"16.9";"2.4";"2.1";"43.7";"43.1"
"44989";"A043967";"A043958";"1050010";"2018JJ00";"496.8";"2.6";"2.1";"62.4";"58.6"
"44990";"A043967";"A043958";"1050010";"2019JJ00";"594.3";"2.6";"2.2";"62.4";"58.5"
"44991";"A043967";"A043958";"1050010";"2020JJ00";"705.7";"2.6";"2.2";"62.1";"58.3"
"44992";"A043967";"A043958";"1050010";"2021JJ00";"852.2";"2.6";"2.2";"62.2";"58.5"
"44993";"A043967";"A043958";"1050010";"2022JJ00";"1040.8";"2.6";"2.2";"62.1";"58.5"
"44994";"A043967";"A043958";"1050010";"2023JJ00";"1346.9";"2.6";"2.3";"62";"58.6"
"44995";"A043967";"A043958";"1050010";"2024JJ00";"1716.4";"2.6";"2.3";"62.3";"59"
"45003";"A043967";"A043958";"1050015";"2018JJ00";"85.6";"1";"1";"62.8";"59"
"45004";"A043967";"A043958";"1050015";"2019JJ00";"100.2";"1";"1";"62.8";"58.8"
"45005";"A043967";"A043958";"1050015";"2020JJ00";"116.2";"1";"1";"62.4";"58.4"
"45006";"A043967";"A043958";"1050015";"2021JJ00";"139.4";"1";"1";"62.3";"58.3"
"45007";"A043967";"A043958";"1050015";"2022JJ00";"172.3";"1";"1";"61.9";"58.1"
"45008";"A043967";"A043958";"1050015";"2023JJ00";"219.6";"1";"1";"61.5";"57.8"
"45009";"A043967";"A043958";"1050015";"2024JJ00";"283";"1";"1";"61.3";"57.7"
"45017";"A043967";"A043958";"A043011";"2018JJ00";"66.1";"1";"1";"63.1";"59.2"
"45018";"A043967";"A043958";"A043011";"2019JJ00";"77";"1";"1";"63.1";"59"
"45019";"A043967";"A043958";"A043011";"2020JJ00";"91.3";"1";"1";"62.6";"58.5"
"45020";"A043967";"A043958";"A043011";"2021JJ00";"109.9";"1";"1";"62.5";"58.4"
"45021";"A043967";"A043958";"A043011";"2022JJ00";"136.5";"1";"1";"62";"58"
"45022";"A043967";"A043958";"A043011";"2023JJ00";"172.3";"1";"1";"61.6";"57.8"
"45023";"A043967";"A043958";"A043011";"2024JJ00";"222.2";"1";"1";"61.4";"57.7"
"45031";"A043967";"A043958";"A043012";"2018JJ00";"19.6";"1";"1";"62.1";"58.3"
"45032";"A043967";"A043958";"A043012";"2019JJ00";"23.2";"1";"1";"62.1";"58.4"
"45033";"A043967";"A043958";"A043012";"2020JJ00";"25";"1";"1";"61.7";"58.1"
"45034";"A043967";"A043958";"A043012";"2021JJ00";"29.5";"1";"1";"61.8";"58.2"
"45035";"A043967";"A043958";"A043012";"2022JJ00";"35.7";"1";"1";"61.7";"58.1"
"45036";"A043967";"A043958";"A043012";"2023JJ00";"47.3";"1";"1";"61.3";"57.8"
"45037";"A043967";"A043958";"A043012";"2024JJ00";"60.9";"1";"1";"61.2";"57.6"
"45045";"A043967";"A043958";"1016010";"2018JJ00";"411.1";"2.9";"2.4";"62.3";"58.5"
"45046";"A043967";"A043958";"1016010";"2019JJ00";"494";"2.9";"2.4";"62.3";"58.5"
"45047";"A043967";"A043958";"1016010";"2020JJ00";"589.5";"2.9";"2.4";"62.1";"58.3"
"45048";"A043967";"A043958";"1016010";"2021JJ00";"712.9";"2.9";"2.5";"62.2";"58.5"
"45049";"A043967";"A043958";"1016010";"2022JJ00";"868.6";"2.9";"2.5";"62.2";"58.6"
"45050";"A043967";"A043958";"1016010";"2023JJ00";"1127.3";"2.9";"2.5";"62.1";"58.7"
"45051";"A043967";"A043958";"1016010";"2024JJ00";"1433.4";"2.9";"2.5";"62.5";"59.3"
"45059";"A043967";"A043958";"1050190";"2018JJ00";"12.5";"2.3";"2";"61.9";"58"
"45060";"A043967";"A043958";"1050190";"2019JJ00";"15.7";"2.4";"2";"61.7";"57.7"
"45061";"A043967";"A043958";"1050190";"2020JJ00";"19.3";"2.4";"2.1";"61.4";"57.5"
"45062";"A043967";"A043958";"1050190";"2021JJ00";"24.7";"2.4";"2.1";"61.3";"57.4"
"45063";"A043967";"A043958";"1050190";"2022JJ00";"31.8";"2.4";"2.2";"60.8";"57.1"
"45064";"A043967";"A043958";"1050190";"2023JJ00";"46.5";"2.4";"2.2";"60.1";"56.8"
"45065";"A043967";"A043958";"1050190";"2024JJ00";"65.9";"2.4";"2.2";"60.1";"57"
"45073";"A043967";"A043958";"1050195";"2018JJ00";"3.9";"2.4";"1.5";"63.4";"59.4"
"45074";"A043967";"A043958";"1050195";"2019JJ00";"4.6";"2.4";"1.5";"63.2";"59.3"
"45075";"A043967";"A043958";"1050195";"2020JJ00";"5.1";"2.4";"1.5";"63.2";"59.5"
"45076";"A043967";"A043958";"1050195";"2021JJ00";"6";"2.4";"1.5";"63.4";"59.5"
"45077";"A043967";"A043958";"1050195";"2022JJ00";"6.8";"2.4";"1.5";"63.1";"59.2"
"45078";"A043967";"A043958";"1050195";"2023JJ00";"8.5";"2.4";"1.6";"61.7";"57.9"
"45079";"A043967";"A043958";"1050195";"2024JJ00";"11.8";"2.4";"1.6";"60.9";"56.8"
"45087";"A043967";"A043958";"1050200";"2018JJ00";"8.6";"2.3";"2.3";"61.2";"57.5"
"45088";"A043967";"A043958";"1050200";"2019JJ00";"11.2";"2.3";"2.3";"61.1";"57.2"
"45089";"A043967";"A043958";"1050200";"2020JJ00";"14.2";"2.4";"2.3";"60.7";"56.9"
"45090";"A043967";"A043958";"1050200";"2021JJ00";"18.7";"2.4";"2.3";"60.6";"56.9"
"45091";"A043967";"A043958";"1050200";"2022JJ00";"25";"2.4";"2.3";"60.2";"56.7"
"45092";"A043967";"A043958";"1050200";"2023JJ00";"38";"2.4";"2.4";"59.7";"56.6"
"45093";"A043967";"A043958";"1050200";"2024JJ00";"54.2";"2.4";"2.4";"60";"57.1"
"45101";"A043967";"A043958";"1050055";"2018JJ00";"385.8";"2.9";"2.4";"62.4";"58.6"
"45102";"A043967";"A043958";"1050055";"2019JJ00";"462.6";"2.9";"2.4";"62.4";"58.5"
"45103";"A043967";"A043958";"1050055";"2020JJ00";"550.9";"2.9";"2.4";"62.1";"58.4"
"45104";"A043967";"A043958";"1050055";"2021JJ00";"664.2";"2.9";"2.4";"62.3";"58.6"
"45105";"A043967";"A043958";"1050055";"2022JJ00";"807.5";"2.9";"2.5";"62.2";"58.7"
"45106";"A043967";"A043958";"1050055";"2023JJ00";"1041";"2.9";"2.5";"62.2";"58.8"
"45107";"A043967";"A043958";"1050055";"2024JJ00";"1316";"2.9";"2.5";"62.6";"59.4"
"45115";"A043967";"A043958";"1017780";"2018JJ00";"203.9";"2";"2";"62.3";"58.6"
"45116";"A043967";"A043958";"1017780";"2019JJ00";"240.8";"2";"2";"62.3";"58.5"
"45117";"A043967";"A043958";"1017780";"2020JJ00";"285";"2";"2";"62.1";"58.4"
"45118";"A043967";"A043958";"1017780";"2021JJ00";"340.9";"2";"2";"62.3";"58.6"
"45119";"A043967";"A043958";"1017780";"2022JJ00";"409.4";"2";"2";"62.3";"58.8"
"45120";"A043967";"A043958";"1017780";"2023JJ00";"517.1";"2";"2";"62.3";"58.9"
"45121";"A043967";"A043958";"1017780";"2024JJ00";"651";"2";"2";"62.8";"59.5"
"45129";"A043967";"A043958";"1017790";"2018JJ00";"163.6";"2";"2";"62.2";"58.5"
"45130";"A043967";"A043958";"1017790";"2019JJ00";"193.6";"2";"2";"62.2";"58.5"
"45131";"A043967";"A043958";"1017790";"2020JJ00";"233.8";"2";"2";"62.1";"58.4"
"45132";"A043967";"A043958";"1017790";"2021JJ00";"280";"2";"2";"62.3";"58.7"
"45133";"A043967";"A043958";"1017790";"2022JJ00";"335.9";"2";"2";"62.3";"58.9"
"45134";"A043967";"A043958";"1017790";"2023JJ00";"420.4";"2";"2";"62.5";"59.2"
"45135";"A043967";"A043958";"1017790";"2024JJ00";"526.3";"2";"2";"63.1";"59.9"
"45143";"A043967";"A043958";"1017800";"2018JJ00";"40.3";"2";"2";"62.7";"59"
"45144";"A043967";"A043958";"1017800";"2019JJ00";"47.2";"2";"2";"62.6";"58.7"
"45145";"A043967";"A043958";"1017800";"2020JJ00";"51.1";"2";"2";"62.2";"58.4"
"45146";"A043967";"A043958";"1017800";"2021JJ00";"60.9";"2";"2";"62.2";"58.4"
"45147";"A043967";"A043958";"1017800";"2022JJ00";"73.5";"2";"2";"62.1";"58.4"
"45148";"A043967";"A043958";"1017800";"2023JJ00";"96.6";"2";"2";"61.5";"57.9"
"45149";"A043967";"A043958";"1017800";"2024JJ00";"124.7";"2";"2";"61.5";"57.9"
"45157";"A043967";"A043958";"1016090";"2018JJ00";"181.9";"3.8";"2.8";"62.4";"58.5"
"45158";"A043967";"A043958";"1016090";"2019JJ00";"221.7";"3.8";"2.9";"62.4";"58.5"
"45159";"A043967";"A043958";"1016090";"2020JJ00";"266";"3.8";"2.9";"62.1";"58.4"
"45160";"A043967";"A043958";"1016090";"2021JJ00";"323.3";"3.8";"2.9";"62.3";"58.5"
"45161";"A043967";"A043958";"1016090";"2022JJ00";"398.1";"3.8";"3";"62.2";"58.6"
"45162";"A043967";"A043958";"1016090";"2023JJ00";"524";"3.8";"3";"62.1";"58.7"
"45163";"A043967";"A043958";"1016090";"2024JJ00";"665";"3.8";"3";"62.5";"59.3"
"45171";"A043967";"A043958";"1017810";"2018JJ00";"99.9";"3.9";"2.2";"63.2";"59.4"
"45172";"A043967";"A043958";"1017810";"2019JJ00";"116.5";"3.9";"2.2";"63.3";"59.5"
"45173";"A043967";"A043958";"1017810";"2020JJ00";"133.1";"3.8";"2.2";"63";"59.2"
"45174";"A043967";"A043958";"1017810";"2021JJ00";"158.1";"3.8";"2.3";"63.1";"59.3"
"45175";"A043967";"A043958";"1017810";"2022JJ00";"191.6";"3.8";"2.3";"62.9";"59.1"
"45176";"A043967";"A043958";"1017810";"2023JJ00";"241.6";"3.8";"2.3";"62.4";"58.7"
"45177";"A043967";"A043958";"1017810";"2024JJ00";"313.9";"3.8";"2.3";"62.2";"58.5"
"45185";"A043967";"A043958";"1017880";"2018JJ00";"82";"3.7";"3.5";"61.5";"57.6"
"45186";"A043967";"A043958";"1017880";"2019JJ00";"105.3";"3.8";"3.5";"61.5";"57.6"
"45187";"A043967";"A043958";"1017880";"2020JJ00";"132.9";"3.8";"3.5";"61.3";"57.6"
"45188";"A043967";"A043958";"1017880";"2021JJ00";"165.2";"3.8";"3.6";"61.5";"57.8"
"45189";"A043967";"A043958";"1017880";"2022JJ00";"206.5";"3.8";"3.6";"61.6";"58.2"
"45190";"A043967";"A043958";"1017880";"2023JJ00";"282.3";"3.8";"3.6";"61.8";"58.8"
"45191";"A043967";"A043958";"1017880";"2024JJ00";"351.1";"3.8";"3.6";"62.8";"60"
"45199";"A043967";"A043958";"1050220";"2018JJ00";"12.8";"4.3";"3.5";"61.4";"57.6"
"45200";"A043967";"A043958";"1050220";"2019JJ00";"15.7";"4.3";"3.6";"61.4";"57.7"
"45201";"A043967";"A043958";"1050220";"2020JJ00";"19.2";"4.2";"3.6";"61.2";"57.6"
"45202";"A043967";"A043958";"1050220";"2021JJ00";"23.9";"4.2";"3.6";"61.6";"58.1"
"45203";"A043967";"A043958";"1050220";"2022JJ00";"29.3";"4.2";"3.6";"61.7";"58.4"
"45204";"A043967";"A043958";"1050220";"2023JJ00";"39.7";"4.2";"3.6";"61.9";"58.7"
"45205";"A043967";"A043958";"1050220";"2024JJ00";"51.4";"4.1";"3.5";"62.6";"59.5"
"45213";"A043967";"A043958";"A043959";"2018JJ00";"380.2";"2.6";"2.2";"62.5";"58.6"
"45214";"A043967";"A043958";"A043959";"2019JJ00";"452.2";"2.6";"2.2";"62.5";"58.6"
"45215";"A043967";"A043958";"A043959";"2020JJ00";"532.4";"2.6";"2.3";"62.2";"58.4"
"45216";"A043967";"A043958";"A043959";"2021JJ00";"636.9";"2.7";"2.3";"62.3";"58.5"
"45217";"A043967";"A043958";"A043959";"2022JJ00";"772.7";"2.7";"2.3";"62.2";"58.6"
"45218";"A043967";"A043958";"A043959";"2023JJ00";"988.8";"2.7";"2.3";"62.1";"58.6"
"45219";"A043967";"A043958";"A043959";"2024JJ00";"1243.3";"2.7";"2.3";"62.4";"59.1"
"45227";"A043967";"A043958";"A043960";"2018JJ00";"116.6";"2.4";"2";"62.1";"58.4"
"45228";"A043967";"A043958";"A043960";"2019JJ00";"142.1";"2.4";"2";"62.1";"58.4"
"45229";"A043967";"A043958";"A043960";"2020JJ00";"173.3";"2.4";"2";"61.9";"58.2"
"45230";"A043967";"A043958";"A043960";"2021JJ00";"215.3";"2.4";"2.1";"62.1";"58.4"
"45231";"A043967";"A043958";"A043960";"2022JJ00";"268.1";"2.4";"2.1";"61.9";"58.4"
"45232";"A043967";"A043958";"A043960";"2023JJ00";"358";"2.4";"2.1";"61.8";"58.4"
"45233";"A043967";"A043958";"A043960";"2024JJ00";"473.2";"2.4";"2.1";"62.1";"58.8"
"45241";"A043967";"A043958";"A025340";"2018JJ00";"1";"1.9";"1.8";"61.8";"58"
"45242";"A043967";"A043958";"A025340";"2019JJ00";"1.3";"1.9";"1.8";"61.4";"57.4"
"45243";"A043967";"A043958";"A025340";"2020JJ00";"1.6";"1.9";"1.8";"60.6";"56.6"
"45244";"A043967";"A043958";"A025340";"2021JJ00";"2.1";"1.9";"1.8";"60.5";"56.5"
"45245";"A043967";"A043958";"A025340";"2022JJ00";"3.5";"1.9";"1.8";"59.1";"55.4"
"45246";"A043967";"A043958";"A025340";"2023JJ00";"5.3";"1.9";"1.9";"58.4";"55.1"
"45247";"A043967";"A043958";"A025340";"2024JJ00";"8.1";"2";"1.9";"57.9";"54.8"
"45255";"A043967";"A043958";"A025343";"2018JJ00";"135";"2.6";"1.9";"61.9";"58.2"
"45256";"A043967";"A043958";"A025343";"2019JJ00";"163.7";"2.6";"1.9";"61.9";"58.1"
"45257";"A043967";"A043958";"A025343";"2020JJ00";"199.4";"2.6";"1.9";"61.5";"57.8"
"45258";"A043967";"A043958";"A025343";"2021JJ00";"249.2";"2.6";"1.9";"61.6";"57.9"
"45259";"A043967";"A043958";"A025343";"2022JJ00";"319.1";"2.5";"1.9";"61.6";"58"
"45260";"A043967";"A043958";"A025343";"2023JJ00";"420.9";"2.5";"1.9";"61.4";"58"
"45261";"A043967";"A043958";"A025343";"2024JJ00";"544.8";"2.6";"1.9";"61.5";"58.2"
"45269";"A043967";"A043958";"A025351";"2018JJ00";"286.7";"2.7";"2.4";"62.7";"58.8"
"45270";"A043967";"A043958";"A025351";"2019JJ00";"339.7";"2.7";"2.4";"62.7";"58.7"
"45271";"A043967";"A043958";"A025351";"2020JJ00";"401.5";"2.8";"2.5";"62.5";"58.6"
"45272";"A043967";"A043958";"A025351";"2021JJ00";"477.2";"2.8";"2.5";"62.6";"58.8"
"45273";"A043967";"A043958";"A025351";"2022JJ00";"569.8";"2.8";"2.5";"62.5";"58.9"
"45274";"A043967";"A043958";"A025351";"2023JJ00";"719";"2.8";"2.6";"62.5";"59.1"
"45275";"A043967";"A043958";"A025351";"2024JJ00";"894.6";"2.8";"2.6";"63.1";"59.9"
"45283";"A043967";"A043958";"A025359";"2018JJ00";"74.2";"1.8";"1.8";"62.4";"58.6"
"45284";"A043967";"A043958";"A025359";"2019JJ00";"89.6";"1.9";"1.8";"62.3";"58.5"
"45285";"A043967";"A043958";"A025359";"2020JJ00";"103.2";"1.9";"1.8";"62";"58.3"
"45286";"A043967";"A043958";"A025359";"2021JJ00";"123.7";"1.9";"1.8";"62.1";"58.4"
"45287";"A043967";"A043958";"A025359";"2022JJ00";"148.5";"1.9";"1.8";"61.9";"58.3"
"45288";"A043967";"A043958";"A025359";"2023JJ00";"201.7";"1.9";"1.9";"61.5";"58"
"45289";"A043967";"A043958";"A025359";"2024JJ00";"269";"1.9";"1.9";"61.6";"58.1"
"45297";"A043967";"A043958";"A025342";"2018JJ00";"46.6";"2.1";"1.9";"60.5";"57"
"45298";"A043967";"A043958";"A025342";"2019JJ00";"60.9";"2.1";"1.9";"60.4";"56.9"
"45299";"A043967";"A043958";"A025342";"2020JJ00";"79.3";"2.1";"1.9";"60.1";"56.6"
"45300";"A043967";"A043958";"A025342";"2021JJ00";"104.7";"2.1";"1.9";"60.2";"56.8"
"45301";"A043967";"A043958";"A025342";"2022JJ00";"141.6";"2.1";"1.9";"60.2";"57"
"45302";"A043967";"A043958";"A025342";"2023JJ00";"194.1";"2.1";"1.9";"60.3";"57.2"
"45303";"A043967";"A043958";"A025342";"2024JJ00";"252.9";"2.1";"1.9";"60.5";"57.6"
"45311";"A043967";"A043958";"A025347";"2018JJ00";"88.3";"2.9";"1.9";"62.6";"58.9"
"45312";"A043967";"A043958";"A025347";"2019JJ00";"102.7";"2.9";"1.9";"62.7";"59"
"45313";"A043967";"A043958";"A025347";"2020JJ00";"120.1";"2.9";"1.9";"62.5";"58.8"
"45314";"A043967";"A043958";"A025347";"2021JJ00";"144.5";"2.9";"1.9";"62.6";"58.9"
"45315";"A043967";"A043958";"A025347";"2022JJ00";"177.5";"2.9";"1.9";"62.6";"59"
"45316";"A043967";"A043958";"A025347";"2023JJ00";"226.8";"2.9";"1.9";"62.4";"58.9"
"45317";"A043967";"A043958";"A025347";"2024JJ00";"291.9";"2.9";"2";"62.4";"58.9"
"45325";"A043967";"A043958";"A025350";"2018JJ00";"144.8";"3";"2.4";"63";"59.1"
"45326";"A043967";"A043958";"A025350";"2019JJ00";"168.5";"3";"2.5";"63";"59.1"
"45327";"A043967";"A043958";"A025350";"2020JJ00";"194.3";"3.1";"2.5";"62.7";"58.8"
"45328";"A043967";"A043958";"A025350";"2021JJ00";"228";"3.1";"2.6";"62.8";"59"
"45329";"A043967";"A043958";"A025350";"2022JJ00";"271";"3.1";"2.7";"62.7";"59"
"45330";"A043967";"A043958";"A025350";"2023JJ00";"338.2";"3.2";"2.8";"62.5";"59"
"45331";"A043967";"A043958";"A025350";"2024JJ00";"416.8";"3.2";"2.8";"62.8";"59.5"
"45339";"A043967";"A043958";"A025354";"2018JJ00";"141.9";"2.4";"2.3";"62.3";"58.5"
"45340";"A043967";"A043958";"A025354";"2019JJ00";"171.2";"2.5";"2.3";"62.4";"58.4"
"45341";"A043967";"A043958";"A025354";"2020JJ00";"207.2";"2.5";"2.4";"62.2";"58.5"
"45342";"A043967";"A043958";"A025354";"2021JJ00";"249.3";"2.5";"2.4";"62.4";"58.7"
"45343";"A043967";"A043958";"A025354";"2022JJ00";"298.8";"2.5";"2.4";"62.4";"58.8"
"45344";"A043967";"A043958";"A025354";"2023JJ00";"380.8";"2.6";"2.5";"62.5";"59.2"
"45345";"A043967";"A043958";"A025354";"2024JJ00";"477.8";"2.6";"2.5";"63.3";"60.2"
"45353";"A043967";"A043958";"A025358";"2018JJ00";"54.9";"1.9";"1.9";"62.6";"58.8"
"45354";"A043967";"A043958";"A025358";"2019JJ00";"65.6";"1.9";"1.9";"62.5";"58.6"
"45355";"A043967";"A043958";"A025358";"2020JJ00";"76.2";"2";"1.9";"62.3";"58.5"
"45356";"A043967";"A043958";"A025358";"2021JJ00";"91.4";"2";"1.9";"62.3";"58.6"
"45357";"A043967";"A043958";"A025358";"2022JJ00";"107.5";"2";"1.9";"62.1";"58.5"
"45358";"A043967";"A043958";"A025358";"2023JJ00";"143.6";"2";"1.9";"61.8";"58.2"
"45359";"A043967";"A043958";"A025358";"2024JJ00";"190.6";"2";"2";"61.9";"58.4"
"45367";"A043967";"A043958";"A042086";"2018JJ00";"14.5";"1.7";"1.6";"61.9";"58.1"
"45368";"A043967";"A043958";"A042086";"2019JJ00";"18.4";"1.7";"1.7";"61.9";"58.1"
"45369";"A043967";"A043958";"A042086";"2020JJ00";"21.2";"1.7";"1.7";"61.4";"57.8"
"45370";"A043967";"A043958";"A042086";"2021JJ00";"25.3";"1.7";"1.7";"61.5";"57.9"
"45371";"A043967";"A043958";"A042086";"2022JJ00";"32.8";"1.7";"1.7";"61.4";"57.8"
"45372";"A043967";"A043958";"A042086";"2023JJ00";"47";"1.7";"1.7";"60.9";"57.4"
"45373";"A043967";"A043958";"A042086";"2024JJ00";"63.5";"1.7";"1.7";"60.9";"57.3"
"45381";"A043967";"A043958";"A042087";"2018JJ00";"4.8";"1.4";"1.4";"61.8";"58.4"
"45382";"A043967";"A043958";"A042087";"2019JJ00";"5.5";"1.4";"1.4";"62";"58.5"
"45383";"A043967";"A043958";"A042087";"2020JJ00";"5.8";"1.4";"1.4";"61.3";"57.9"
"45384";"A043967";"A043958";"A042087";"2021JJ00";"6.9";"1.4";"1.4";"61.5";"57.9"
"45385";"A043967";"A043958";"A042087";"2022JJ00";"8.2";"1.4";"1.4";"61.4";"57.9"
"45386";"A043967";"A043958";"A042087";"2023JJ00";"11.1";"1.4";"1.4";"61.3";"57.9"
"45387";"A043967";"A043958";"A042087";"2024JJ00";"14.8";"1.4";"1.4";"61";"57.4"
"45395";"A043967";"A043958";"A025362";"2018JJ00";"418.1";"2.6";"2.2";"62.3";"58.5"
"45396";"A043967";"A043958";"A025362";"2019JJ00";"497.7";"2.6";"2.2";"62.3";"58.4"
"45397";"A043967";"A043958";"A025362";"2020JJ00";"587.4";"2.6";"2.2";"62";"58.2"
"45398";"A043967";"A043958";"A025362";"2021JJ00";;;;;
"45399";"A043967";"A043958";"A025362";"2022JJ00";;;;;
"45400";"A043967";"A043958";"A025362";"2023JJ00";;;;;
"45401";"A043967";"A043958";"A025362";"2024JJ00";;;;;
"45409";"A043967";"A043958";"A025363";"2018JJ00";"54.6";"2.4";"1.9";"63.6";"59.7"
"45410";"A043967";"A043958";"A025363";"2019JJ00";"64.8";"2.4";"2";"63.4";"59.6"
"45411";"A043967";"A043958";"A025363";"2020JJ00";"76.3";"2.4";"2";"63.2";"59.4"
"45412";"A043967";"A043958";"A025363";"2021JJ00";;;;;
"45413";"A043967";"A043958";"A025363";"2022JJ00";;;;;
"45414";"A043967";"A043958";"A025363";"2023JJ00";;;;;
"45415";"A043967";"A043958";"A025363";"2024JJ00";;;;;
"45423";"A043967";"A043958";"A025368";"2018JJ00";"24.1";"2.6";"2";"62.4";"58.6"
"45424";"A043967";"A043958";"A025368";"2019JJ00";"31.7";"2.6";"2.1";"62.3";"58.5"
"45425";"A043967";"A043958";"A025368";"2020JJ00";"42";"2.6";"2.1";"61.9";"58.1"
"45426";"A043967";"A043958";"A025368";"2021JJ00";;;;;
"45427";"A043967";"A043958";"A025368";"2022JJ00";;;;;
"45428";"A043967";"A043958";"A025368";"2023JJ00";;;;;
"45429";"A043967";"A043958";"A025368";"2024JJ00";;;;;
"45437";"A043967";"A043958";"1013395";"2018JJ00";"425.9";"2.7";"2.2";"62.3";"58.5"
"45438";"A043967";"A043958";"1013395";"2019JJ00";"510.3";"2.7";"2.3";"62.3";"58.5"
"45439";"A043967";"A043958";"1013395";"2020JJ00";"612.8";"2.7";"2.3";"62.1";"58.3"
"45440";"A043967";"A043958";"1013395";"2021JJ00";"745.2";"2.7";"2.3";"62.3";"58.5"
"45441";"A043967";"A043958";"1013395";"2022JJ00";"920.1";"2.7";"2.3";"62.2";"58.6"
"45442";"A043967";"A043958";"1013395";"2023JJ00";"1182.7";"2.7";"2.4";"62.1";"58.7"
"45443";"A043967";"A043958";"1013395";"2024JJ00";"1499.1";"2.7";"2.3";"62.5";"59.3"
"45451";"A043967";"A043958";"1013400";"2018JJ00";"286";"2.6";"2.2";"61.1";"57.4"
"45452";"A043967";"A043958";"1013400";"2019JJ00";"352.1";"2.6";"2.2";"61";"57.3"
"45453";"A043967";"A043958";"1013400";"2020JJ00";"438.5";"2.7";"2.3";"60.9";"57.3"
"45454";"A043967";"A043958";"1013400";"2021JJ00";"542.9";"2.7";"2.3";"61";"57.5"
"45455";"A043967";"A043958";"1013400";"2022JJ00";"689.7";"2.7";"2.3";"61.1";"57.7"
"45456";"A043967";"A043958";"1013400";"2023JJ00";"928";"2.7";"2.4";"61.2";"58"
"45457";"A043967";"A043958";"1013400";"2024JJ00";"1212.9";"2.7";"2.4";"61.7";"58.7"
"45465";"A043967";"A043958";"1013601";"2018JJ00";"139.9";"2.8";"2.2";"64.8";"61.4"
"45466";"A043967";"A043958";"1013601";"2019JJ00";"158.2";"2.8";"2.3";"65.3";"61.8"
"45467";"A043967";"A043958";"1013601";"2020JJ00";"174.2";"2.8";"2.3";"65.2";"61.8"
"45468";"A043967";"A043958";"1013601";"2021JJ00";"202.3";"2.8";"2.3";"65.6";"62.3"
"45469";"A043967";"A043958";"1013601";"2022JJ00";"230.4";"2.8";"2.3";"65.6";"62.3"
"45470";"A043967";"A043958";"1013601";"2023JJ00";"254.8";"2.8";"2.3";"65.4";"62.2"
"45471";"A043967";"A043958";"1013601";"2024JJ00";"286.2";"2.8";"2.3";"65.8";"62.5"
"45479";"A043967";"A043958";"1013602";"2018JJ00";"99.1";"2.7";"2.2";"64.5";"61.2"
"45480";"A043967";"A043958";"1013602";"2019JJ00";"113.5";"2.8";"2.2";"64.8";"61.5"
"45481";"A043967";"A043958";"1013602";"2020JJ00";"124.5";"2.8";"2.3";"65.1";"61.7"
"45482";"A043967";"A043958";"1013602";"2021JJ00";"146";"2.8";"2.3";"65.6";"62.4"
"45483";"A043967";"A043958";"1013602";"2022JJ00";"166.7";"2.8";"2.3";"65.5";"62.3"
"45484";"A043967";"A043958";"1013602";"2023JJ00";"186.8";"2.8";"2.3";"65.6";"62.5"
"45485";"A043967";"A043958";"1013602";"2024JJ00";"203.9";"2.7";"2.3";"65.7";"62.6"
"45493";"A043967";"A043958";"1013603";"2018JJ00";"40.1";"2.9";"2.3";"65.7";"62"
"45494";"A043967";"A043958";"1013603";"2019JJ00";"43.9";"3";"2.4";"66.6";"63"
"45495";"A043967";"A043958";"1013603";"2020JJ00";"48.7";"2.9";"2.4";"65.7";"62.1"
"45496";"A043967";"A043958";"1013603";"2021JJ00";"55";"2.9";"2.4";"65.6";"62.1"
"45497";"A043967";"A043958";"1013603";"2022JJ00";"62.3";"2.9";"2.4";"65.7";"62.1"
"45498";"A043967";"A043958";"1013603";"2023JJ00";"66.1";"2.9";"2.4";"64.9";"61.4"
"45499";"A043967";"A043958";"1013603";"2024JJ00";"80.1";"2.9";"2.4";"66";"62.4"
"45507";"A043967";"A043958";"1013604";"2018JJ00";"0.7";"2.2";"1.9";"62.9";"58.9"
"45508";"A043967";"A043958";"1013604";"2019JJ00";"0.8";"2.2";"2";"63.3";"58.5"
"45509";"A043967";"A043958";"1013604";"2020JJ00";"1.1";"2.3";"2";"62.6";"58.4"
"45510";"A043967";"A043958";"1013604";"2021JJ00";"1.3";"2.3";"2";"63.9";"59.8"
"45511";"A043967";"A043958";"1013604";"2022JJ00";"1.5";"2.4";"2.1";"63";"59.5"
"45512";"A043967";"A043958";"1013604";"2023JJ00";"1.9";"2.3";"2.1";"63.4";"59.2"
"45513";"A043967";"A043958";"1013604";"2024JJ00";"2.2";"2.4";"2.1";"64.3";"60.2"
